question_id,subject,grade,competency,difficulty,question_type,marks,question_text,created_by,last_used_date
745,Mathematics,6.0,Algebra,unknown,MCQ,2.0,Sample question text 745,Teacher B,
746,Mathematics,7.0,Geometry,easy,Unknown,2.0,Sample question text 746,Teacher A,2025-03-14
747,Mathematics,6.0,Fractions,hard,MCQ,1.0,Sample question text 747,Teacher B,
748,Mathematics,7.0,Algebra,hard,True/False,2.0,Sample question text 748,Teacher A,2025-02-14
749,Mathematics,7.0,Data Interpretation,hard,Word Problem,2.0,Sample question text 749,Unknown,2025-03-14
751,Mathematics,7.0,Measurement,hard,MCQ,2.0,Sample question text 751,Teacher A,2025-03-14
752,Mathematics,7.0,Fractions,unknown,Unknown,2.0,Sample question text 752,Unknown,
753,Mathematics,5.0,Data Interpretation,unknown,MCQ,2.0,Sample question text 753,Admin,
754,Mathematics,7.0,Algebra,hard,MCQ,2.0,Sample question text 754,Admin,
756,Mathematics,5.0,Measurement,medium,MCQ,5.0,Sample question text 756,Teacher A,2025-03-14
759,Science,5.0,Fractions,easy,Word Problem,2.0,Sample question text 759,Unknown,2025-03-14
760,Mathematics,5.0,Geometry,hard,True/False,2.0,Sample question text 760,Unknown,
761,Mathematics,7.0,Measurement,unknown,True/False,2.0,Sample question text 761,Unknown,
763,Mathematics,7.0,Geometry,hard,MCQ,2.0,Sample question text 763,Admin,
764,Science,5.0,Geometry,unknown,True/False,5.0,Sample question text 764,Admin,2025-03-14
766,Mathematics,7.0,Measurement,easy,Short Answer,5.0,Sample question text 766,Unknown,
769,Mathematics,6.0,Fractions,unknown,True/False,2.0,Sample question text 769,Teacher A,2025-03-14
772,Mathematics,7.0,Algebra,hard,Word Problem,2.0,Sample question text 772,Teacher A,2025-01-10
775,Mathematics,6.0,Fractions,unknown,Short Answer,2.0,Sample question text 775,Teacher B,2025-03-14
780,Mathematics,5.0,Algebra,hard,Unknown,3.0,Sample question text 780,Admin,2025-03-14
781,Mathematics,6.0,Geometry,hard,True/False,2.0,Sample question text 781,Unknown,
782,Mathematics,5.0,Data Interpretation,hard,True/False,2.0,Sample question text 782,Unknown,
783,Mathematics,5.0,Algebra,medium,Short Answer,1.0,Sample question text 783,Unknown,
785,Mathematics,6.0,Data Interpretation,hard,Unknown,5.0,Sample question text 785,Teacher A,2025-01-10
788,Mathematics,6.0,Algebra,hard,Unknown,1.0,Sample question text 788,Unknown,
789,Science,6.0,Algebra,easy,MCQ,1.0,Sample question text 789,Teacher B,2025-03-14
794,Mathematics,6.0,Algebra,easy,MCQ,2.0,Sample question text 794,Teacher B,2025-03-14
795,Mathematics,6.0,Geometry,medium,Unknown,5.0,Sample question text 795,Teacher A,
797,Science,5.0,Algebra,hard,True/False,2.0,Sample question text 797,Unknown,
799,English,7.0,Measurement,hard,Short Answer,5.0,Sample question text 799,Admin,2025-01-10
801,Mathematics,6.0,Geometry,easy,MCQ,2.0,Sample question text 801,Teacher B,2025-03-14
803,English,5.0,Algebra,hard,Word Problem,2.0,Sample question text 803,Unknown,
804,Mathematics,6.0,Geometry,hard,Short Answer,1.0,Sample question text 804,Unknown,2025-02-14
806,English,6.0,Fractions,hard,Short Answer,3.0,Sample question text 806,Unknown,2025-03-14
807,Mathematics,6.0,Algebra,hard,True/False,2.0,Sample question text 807,Unknown,
808,Mathematics,5.0,Geometry,hard,Word Problem,2.0,Sample question text 808,Unknown,
811,Science,6.0,Data Interpretation,easy,Short Answer,3.0,Sample question text 811,Teacher B,2025-03-14
816,Science,5.0,Fractions,hard,Short Answer,5.0,Sample question text 816,Teacher A,2025-02-14
817,Science,6.0,Measurement,easy,MCQ,5.0,Sample question text 817,Unknown,
823,English,6.0,Data Interpretation,hard,MCQ,3.0,Sample question text 823,Teacher A,2025-02-14
825,English,7.0,Fractions,unknown,Unknown,2.0,Sample question text 825,Teacher A,
826,Mathematics,5.0,Fractions,medium,MCQ,2.0,Sample question text 826,Admin,
827,Mathematics,6.0,Fractions,unknown,True/False,2.0,Sample question text 827,Teacher A,
829,English,7.0,Geometry,easy,Word Problem,3.0,Sample question text 829,Teacher A,2025-03-14
831,Mathematics,5.0,Measurement,easy,True/False,2.0,Sample question text 831,Teacher A,2025-01-10
833,Mathematics,6.0,Geometry,medium,True/False,5.0,Sample question text 833,Unknown,2025-01-10
835,English,6.0,Algebra,medium,Short Answer,2.0,Sample question text 835,Teacher A,
837,Mathematics,6.0,Measurement,easy,True/False,5.0,Sample question text 837,Unknown,
838,Mathematics,6.0,Data Interpretation,unknown,Short Answer,2.0,Sample question text 838,Teacher B,
839,Science,7.0,Geometry,hard,True/False,2.0,Sample question text 839,Unknown,
842,Mathematics,5.0,Fractions,medium,Word Problem,2.0,Sample question text 842,Unknown,2025-01-10
844,Mathematics,7.0,Fractions,easy,MCQ,1.0,Sample question text 844,Unknown,2025-02-14
847,Mathematics,6.0,Data Interpretation,hard,Word Problem,3.0,Sample question text 847,Teacher A,2025-01-10
848,Science,6.0,Data Interpretation,easy,MCQ,1.0,Sample question text 848,Admin,2025-03-14
851,Science,7.0,Fractions,unknown,Word Problem,2.0,Sample question text 851,Unknown,2025-03-14
852,Mathematics,7.0,Data Interpretation,hard,True/False,3.0,Sample question text 852,Unknown,
853,Mathematics,7.0,Fractions,unknown,Word Problem,1.0,Sample question text 853,Unknown,2025-02-14
857,Science,5.0,Geometry,hard,True/False,2.0,Sample question text 857,Teacher A,2025-03-14
858,Mathematics,7.0,Fractions,unknown,Word Problem,1.0,Sample question text 858,Teacher A,2025-02-14
859,Mathematics,7.0,Geometry,hard,MCQ,2.0,Sample question text 859,Teacher A,
860,Mathematics,6.0,Algebra,medium,MCQ,3.0,Sample question text 860,Unknown,2025-02-14
864,Science,6.0,Algebra,medium,Unknown,2.0,Sample question text 864,Unknown,2025-01-10
869,Science,6.0,Algebra,unknown,Word Problem,2.0,Sample question text 869,Admin,
870,English,6.0,Algebra,unknown,True/False,2.0,Sample question text 870,Admin,2025-02-14
872,Mathematics,6.0,Fractions,unknown,True/False,1.0,Sample question text 872,Unknown,2025-01-10
874,Science,5.0,Fractions,hard,Short Answer,2.0,Sample question text 874,Unknown,2025-02-14
876,Mathematics,6.0,Fractions,hard,MCQ,2.0,Sample question text 876,Teacher A,
884,Mathematics,6.0,Algebra,easy,MCQ,3.0,Sample question text 884,Unknown,2025-02-14
886,Mathematics,7.0,Geometry,medium,True/False,5.0,Sample question text 886,Teacher B,
887,English,6.0,Fractions,hard,Short Answer,2.0,Sample question text 887,Admin,2025-03-14
893,Science,7.0,Data Interpretation,hard,Short Answer,2.0,Sample question text 893,Unknown,
894,Mathematics,6.0,Measurement,unknown,Short Answer,2.0,Sample question text 894,Teacher A,
897,Mathematics,5.0,Data Interpretation,hard,Unknown,2.0,Sample question text 897,Unknown,
898,Science,6.0,Algebra,easy,Short Answer,2.0,Sample question text 898,Unknown,
899,Mathematics,6.0,Fractions,easy,Unknown,2.0,Sample question text 899,Admin,
900,Mathematics,6.0,Algebra,unknown,Unknown,2.0,Sample question text 900,Unknown,2025-02-14
906,Mathematics,6.0,Fractions,easy,Unknown,2.0,Sample question text 906,Teacher B,2025-01-10
910,Science,6.0,Measurement,medium,Short Answer,2.0,Sample question text 910,Admin,
912,English,5.0,Measurement,medium,Word Problem,2.0,Sample question text 912,Unknown,
913,English,7.0,Measurement,unknown,True/False,2.0,Sample question text 913,Teacher B,2025-01-10
914,Science,7.0,Geometry,easy,Unknown,2.0,Sample question text 914,Teacher B,
915,English,6.0,Fractions,easy,Unknown,1.0,Sample question text 915,Teacher A,2025-01-10
919,English,7.0,Fractions,hard,MCQ,5.0,Sample question text 919,Teacher B,
920,Mathematics,6.0,Geometry,hard,MCQ,2.0,Sample question text 920,Admin,2025-01-10
923,Mathematics,7.0,Geometry,easy,MCQ,2.0,Sample question text 923,Unknown,2025-03-14
926,English,5.0,Measurement,unknown,Short Answer,1.0,Sample question text 926,Teacher A,
927,Mathematics,5.0,Measurement,easy,True/False,2.0,Sample question text 927,Admin,
929,Mathematics,7.0,Measurement,medium,Word Problem,1.0,Sample question text 929,Teacher A,2025-01-10
933,Mathematics,5.0,Algebra,easy,MCQ,2.0,Sample question text 933,Unknown,2025-03-14
939,Mathematics,7.0,Algebra,easy,MCQ,1.0,Sample question text 939,Teacher B,
942,Mathematics,6.0,Algebra,medium,Word Problem,2.0,Sample question text 942,Teacher A,
945,Mathematics,5.0,Fractions,easy,MCQ,2.0,Sample question text 945,Unknown,2025-02-14
948,Mathematics,5.0,Geometry,hard,Word Problem,2.0,Sample question text 948,Unknown,2025-01-10
949,Science,6.0,Geometry,unknown,Word Problem,3.0,Sample question text 949,Teacher B,2025-03-14
950,Science,7.0,Algebra,medium,MCQ,2.0,Sample question text 950,Teacher A,2025-01-10
952,Mathematics,7.0,Data Interpretation,medium,True/False,2.0,Sample question text 952,Teacher A,2025-03-14
954,Mathematics,6.0,Measurement,hard,MCQ,2.0,Sample question text 954,Unknown,2025-01-10
955,Mathematics,7.0,Fractions,easy,Short Answer,2.0,Sample question text 955,Unknown,
956,Mathematics,7.0,Fractions,hard,Word Problem,2.0,Sample question text 956,Teacher A,
959,Science,6.0,Fractions,easy,Short Answer,1.0,Sample question text 959,Unknown,2025-01-10
960,Science,7.0,Measurement,hard,MCQ,5.0,Sample question text 960,Teacher B,
961,Mathematics,6.0,Algebra,unknown,MCQ,1.0,Sample question text 961,Unknown,
963,Mathematics,6.0,Algebra,unknown,Word Problem,2.0,Sample question text 963,Teacher B,2025-02-14
966,English,5.0,Fractions,medium,Unknown,2.0,Sample question text 966,Teacher A,2025-02-14
968,Mathematics,7.0,Fractions,easy,Short Answer,2.0,Sample question text 968,Unknown,2025-01-10
970,English,7.0,Algebra,hard,True/False,3.0,Sample question text 970,Unknown,
971,Science,7.0,Fractions,hard,MCQ,2.0,Sample question text 971,Teacher A,2025-01-10
975,Mathematics,7.0,Data Interpretation,easy,True/False,2.0,Sample question text 975,Unknown,2025-03-14
980,Mathematics,7.0,Fractions,easy,True/False,2.0,Sample question text 980,Admin,
981,Mathematics,6.0,Geometry,medium,Unknown,2.0,Sample question text 981,Teacher B,2025-03-14
982,English,7.0,Geometry,hard,Short Answer,2.0,Sample question text 982,Teacher B,
984,Mathematics,6.0,Fractions,unknown,MCQ,5.0,Sample question text 984,Teacher B,
986,Science,7.0,Data Interpretation,hard,MCQ,3.0,Sample question text 986,Unknown,
987,English,6.0,Algebra,hard,Word Problem,2.0,Sample question text 987,Teacher B,2025-02-14
989,Mathematics,7.0,Geometry,hard,MCQ,3.0,Sample question text 989,Admin,
990,Science,7.0,Algebra,hard,MCQ,2.0,Sample question text 990,Teacher A,2025-01-10
991,Mathematics,7.0,Fractions,medium,Short Answer,2.0,Sample question text 991,Teacher A,
994,English,7.0,Geometry,unknown,True/False,2.0,Sample question text 994,Teacher B,2025-03-14
996,Mathematics,6.0,Geometry,medium,Word Problem,2.0,Sample question text 996,Teacher B,2025-02-14
1001,Mathematics,6.0,Algebra,medium,MCQ,2.0,Sample question text 1001,Teacher B,2025-03-14
1008,Mathematics,6.0,Geometry,unknown,MCQ,2.0,Sample question text 1008,Unknown,
1009,Mathematics,5.0,Geometry,easy,Word Problem,2.0,Sample question text 1009,Teacher A,
1010,Mathematics,5.0,Fractions,medium,Unknown,5.0,Sample question text 1010,Unknown,2025-01-10
1011,English,5.0,Geometry,easy,True/False,2.0,Sample question text 1011,Unknown,2025-03-14
1015,Science,5.0,Geometry,hard,MCQ,3.0,Sample question text 1015,Admin,2025-01-10
1016,Science,5.0,Measurement,medium,True/False,2.0,Sample question text 1016,Teacher B,2025-01-10
1020,Mathematics,6.0,Algebra,unknown,MCQ,2.0,Sample question text 1020,Teacher B,2025-02-14
1021,Mathematics,5.0,Fractions,easy,True/False,2.0,Sample question text 1021,Teacher B,2025-01-10
1024,Mathematics,7.0,Fractions,unknown,Unknown,2.0,Sample question text 1024,Unknown,2025-01-10
1027,Science,7.0,Fractions,easy,Word Problem,2.0,Sample question text 1027,Teacher A,
1028,Science,6.0,Fractions,medium,MCQ,2.0,Sample question text 1028,Teacher A,2025-02-14
1029,English,6.0,Algebra,hard,Unknown,5.0,Sample question text 1029,Teacher B,
1030,Mathematics,6.0,Fractions,hard,MCQ,2.0,Sample question text 1030,Teacher A,
1031,Mathematics,6.0,Fractions,medium,True/False,5.0,Sample question text 1031,Admin,2025-03-14
1032,Mathematics,7.0,Fractions,hard,Short Answer,1.0,Sample question text 1032,Teacher B,
1035,Mathematics,7.0,Algebra,easy,Unknown,3.0,Sample question text 1035,Teacher A,2025-02-14
1037,Mathematics,7.0,Geometry,hard,MCQ,2.0,Sample question text 1037,Teacher B,2025-02-14
1038,English,7.0,Measurement,medium,Word Problem,5.0,Sample question text 1038,Teacher B,
1039,Mathematics,5.0,Geometry,easy,MCQ,2.0,Sample question text 1039,Teacher B,
1040,Mathematics,5.0,Measurement,hard,MCQ,2.0,Sample question text 1040,Unknown,2025-01-10
1041,Mathematics,6.0,Fractions,unknown,Short Answer,3.0,Sample question text 1041,Unknown,2025-03-14
1046,Mathematics,6.0,Algebra,unknown,Word Problem,2.0,Sample question text 1046,Teacher A,2025-03-14
1050,Mathematics,7.0,Fractions,easy,Word Problem,2.0,Sample question text 1050,Unknown,
1053,English,5.0,Algebra,medium,True/False,2.0,Sample question text 1053,Teacher A,2025-01-10
1054,Mathematics,5.0,Geometry,easy,Word Problem,1.0,Sample question text 1054,Unknown,2025-02-14
1055,Mathematics,6.0,Measurement,hard,True/False,1.0,Sample question text 1055,Unknown,2025-01-10
1056,Science,7.0,Measurement,easy,Word Problem,2.0,Sample question text 1056,Unknown,2025-03-14
1060,Mathematics,6.0,Algebra,unknown,MCQ,2.0,Sample question text 1060,Teacher A,2025-02-14
1061,Mathematics,6.0,Geometry,medium,Word Problem,2.0,Sample question text 1061,Unknown,2025-01-10
1065,Science,6.0,Algebra,easy,MCQ,2.0,Sample question text 1065,Teacher B,
1070,English,6.0,Geometry,easy,Word Problem,2.0,Sample question text 1070,Admin,
1071,Mathematics,7.0,Fractions,easy,True/False,3.0,Sample question text 1071,Teacher B,2025-03-14
1072,English,6.0,Algebra,easy,Unknown,2.0,Sample question text 1072,Admin,
1074,Mathematics,5.0,Measurement,unknown,MCQ,2.0,Sample question text 1074,Unknown,
1077,Science,7.0,Geometry,medium,Short Answer,2.0,Sample question text 1077,Unknown,
1078,English,7.0,Fractions,unknown,Short Answer,2.0,Sample question text 1078,Unknown,2025-01-10
1079,English,6.0,Fractions,medium,Unknown,2.0,Sample question text 1079,Teacher B,2025-01-10
1080,Mathematics,7.0,Fractions,easy,True/False,2.0,Sample question text 1080,Teacher A,2025-01-10
1083,Mathematics,5.0,Algebra,easy,Short Answer,5.0,Sample question text 1083,Admin,2025-01-10
1084,Mathematics,5.0,Algebra,hard,True/False,3.0,Sample question text 1084,Teacher A,2025-03-14
1086,Mathematics,6.0,Measurement,unknown,MCQ,2.0,Sample question text 1086,Admin,2025-01-10
1087,Mathematics,6.0,Geometry,unknown,True/False,2.0,Sample question text 1087,Teacher B,2025-02-14
1088,Science,6.0,Geometry,medium,Short Answer,3.0,Sample question text 1088,Unknown,2025-01-10
1089,Mathematics,7.0,Fractions,easy,MCQ,2.0,Sample question text 1089,Unknown,
1092,Science,6.0,Algebra,medium,True/False,2.0,Sample question text 1092,Teacher B,2025-03-14
1093,Mathematics,7.0,Geometry,medium,Short Answer,2.0,Sample question text 1093,Teacher A,2025-03-14
1094,Science,6.0,Geometry,medium,True/False,5.0,Sample question text 1094,Teacher B,
1098,Mathematics,7.0,Algebra,easy,MCQ,1.0,Sample question text 1098,Teacher A,2025-01-10
1100,Mathematics,6.0,Geometry,hard,Unknown,3.0,Sample question text 1100,Teacher A,
1101,Mathematics,6.0,Geometry,unknown,Word Problem,2.0,Sample question text 1101,Admin,2025-01-10
1103,Science,6.0,Geometry,hard,Word Problem,5.0,Sample question text 1103,Admin,2025-02-14
1106,English,7.0,Fractions,medium,Word Problem,2.0,Sample question text 1106,Teacher A,
1107,Mathematics,7.0,Measurement,unknown,MCQ,2.0,Sample question text 1107,Admin,
1108,Mathematics,7.0,Geometry,medium,Unknown,2.0,Sample question text 1108,Teacher A,2025-03-14
1110,Science,7.0,Fractions,easy,Short Answer,2.0,Sample question text 1110,Admin,2025-03-14
1111,Mathematics,6.0,Data Interpretation,hard,Unknown,1.0,Sample question text 1111,Admin,
1113,Mathematics,7.0,Geometry,unknown,MCQ,3.0,Sample question text 1113,Teacher B,
1117,Mathematics,7.0,Measurement,easy,True/False,2.0,Sample question text 1117,Unknown,2025-03-14
1120,Mathematics,6.0,Algebra,medium,MCQ,1.0,Sample question text 1120,Admin,2025-02-14
1121,Mathematics,7.0,Geometry,easy,Short Answer,2.0,Sample question text 1121,Unknown,
1123,Mathematics,5.0,Algebra,medium,True/False,2.0,Sample question text 1123,Admin,
1124,Science,7.0,Fractions,hard,MCQ,2.0,Sample question text 1124,Unknown,
1129,Mathematics,7.0,Algebra,medium,True/False,3.0,Sample question text 1129,Teacher B,
1130,English,7.0,Geometry,easy,Short Answer,3.0,Sample question text 1130,Teacher A,2025-01-10
1131,English,6.0,Geometry,unknown,Unknown,3.0,Sample question text 1131,Unknown,
1132,Mathematics,6.0,Algebra,medium,Unknown,2.0,Sample question text 1132,Teacher A,
1134,Science,7.0,Algebra,unknown,MCQ,2.0,Sample question text 1134,Teacher A,2025-03-14
1137,Science,6.0,Algebra,hard,Unknown,5.0,Sample question text 1137,Unknown,2025-02-14
1138,English,5.0,Geometry,medium,True/False,3.0,Sample question text 1138,Unknown,
1139,Science,6.0,Fractions,unknown,Short Answer,2.0,Sample question text 1139,Teacher A,2025-01-10
1140,English,5.0,Geometry,easy,True/False,2.0,Sample question text 1140,Unknown,
1142,Mathematics,7.0,Algebra,medium,Short Answer,1.0,Sample question text 1142,Admin,
1143,Mathematics,6.0,Algebra,easy,Word Problem,5.0,Sample question text 1143,Admin,2025-01-10
1145,Science,7.0,Measurement,easy,MCQ,2.0,Sample question text 1145,Teacher A,2025-02-14
1147,English,6.0,Measurement,medium,True/False,2.0,Sample question text 1147,Teacher A,2025-03-14
1148,Mathematics,5.0,Geometry,easy,MCQ,5.0,Sample question text 1148,Teacher A,2025-01-10
1149,Mathematics,7.0,Geometry,unknown,Word Problem,5.0,Sample question text 1149,Admin,
1150,Science,6.0,Fractions,easy,Word Problem,2.0,Sample question text 1150,Admin,2025-03-14
1151,English,5.0,Measurement,easy,MCQ,5.0,Sample question text 1151,Unknown,2025-01-10
1152,English,7.0,Algebra,easy,Word Problem,3.0,Sample question text 1152,Admin,
1160,Mathematics,7.0,Fractions,medium,MCQ,2.0,Sample question text 1160,Teacher A,2025-03-14
1161,Mathematics,5.0,Measurement,easy,MCQ,5.0,Sample question text 1161,Teacher A,2025-01-10
1163,Mathematics,7.0,Measurement,unknown,MCQ,2.0,Sample question text 1163,Unknown,
1164,English,6.0,Fractions,medium,Word Problem,3.0,Sample question text 1164,Unknown,2025-01-10
1168,Science,7.0,Fractions,hard,MCQ,2.0,Sample question text 1168,Teacher A,
1169,Mathematics,5.0,Fractions,medium,Word Problem,3.0,Sample question text 1169,Unknown,
1173,Mathematics,7.0,Algebra,unknown,Word Problem,3.0,Sample question text 1173,Admin,2025-03-14
1175,Mathematics,6.0,Measurement,hard,Short Answer,2.0,Sample question text 1175,Unknown,
1176,Mathematics,7.0,Fractions,easy,True/False,3.0,Sample question text 1176,Admin,2025-03-14
1177,Mathematics,6.0,Data Interpretation,easy,Short Answer,2.0,Sample question text 1177,Unknown,
1180,Science,5.0,Algebra,medium,MCQ,2.0,Sample question text 1180,Admin,2025-03-14
1181,Mathematics,5.0,Data Interpretation,easy,Short Answer,2.0,Sample question text 1181,Unknown,2025-03-14
1183,Science,7.0,Fractions,easy,True/False,2.0,Sample question text 1183,Admin,
1185,Mathematics,7.0,Measurement,hard,MCQ,2.0,Sample question text 1185,Unknown,2025-01-10
1186,Mathematics,7.0,Geometry,easy,Unknown,2.0,Sample question text 1186,Unknown,2025-01-10
1192,Mathematics,6.0,Fractions,hard,Short Answer,3.0,Sample question text 1192,Teacher B,2025-01-10
1198,Science,7.0,Data Interpretation,medium,MCQ,1.0,Sample question text 1198,Teacher A,2025-03-14
1202,Mathematics,5.0,Algebra,hard,MCQ,3.0,Sample question text 1202,Admin,2025-01-10
1204,Mathematics,7.0,Geometry,unknown,MCQ,3.0,Sample question text 1204,Unknown,
1206,Mathematics,7.0,Data Interpretation,easy,MCQ,2.0,Sample question text 1206,Unknown,2025-02-14
1212,Mathematics,6.0,Fractions,hard,Unknown,1.0,Sample question text 1212,Teacher B,2025-01-10
1213,Mathematics,6.0,Geometry,medium,Unknown,5.0,Sample question text 1213,Admin,
1216,Science,6.0,Geometry,medium,Unknown,5.0,Sample question text 1216,Teacher A,2025-01-10
1222,Mathematics,5.0,Fractions,unknown,MCQ,2.0,Sample question text 1222,Teacher B,2025-03-14
1223,Science,6.0,Measurement,hard,True/False,3.0,Sample question text 1223,Unknown,
1225,Mathematics,6.0,Data Interpretation,hard,Unknown,2.0,Sample question text 1225,Teacher A,
1226,English,5.0,Algebra,medium,Word Problem,5.0,Sample question text 1226,Unknown,2025-01-10
1228,English,7.0,Measurement,unknown,Word Problem,3.0,Sample question text 1228,Teacher A,
1230,Mathematics,5.0,Measurement,easy,True/False,5.0,Sample question text 1230,Admin,2025-03-14
1232,Mathematics,7.0,Geometry,hard,MCQ,2.0,Sample question text 1232,Teacher A,2025-01-10
1235,Science,7.0,Data Interpretation,hard,Word Problem,2.0,Sample question text 1235,Teacher B,2025-01-10
1239,Mathematics,6.0,Geometry,medium,MCQ,2.0,Sample question text 1239,Teacher A,2025-02-14
1240,Mathematics,6.0,Algebra,unknown,Short Answer,2.0,Sample question text 1240,Unknown,
1243,English,7.0,Fractions,hard,Word Problem,1.0,Sample question text 1243,Teacher B,2025-01-10
1244,Science,7.0,Geometry,unknown,True/False,5.0,Sample question text 1244,Unknown,
1252,Mathematics,7.0,Algebra,easy,True/False,2.0,Sample question text 1252,Teacher A,2025-01-10
1254,Mathematics,7.0,Fractions,medium,MCQ,1.0,Sample question text 1254,Teacher B,2025-02-14
1256,Mathematics,7.0,Algebra,hard,MCQ,2.0,Sample question text 1256,Teacher B,2025-01-10
1260,Mathematics,7.0,Fractions,medium,Short Answer,1.0,Sample question text 1260,Admin,2025-01-10
1266,Science,7.0,Geometry,easy,Word Problem,5.0,Sample question text 1266,Unknown,
1267,Science,7.0,Data Interpretation,hard,MCQ,2.0,Sample question text 1267,Admin,2025-01-10
1270,Mathematics,6.0,Algebra,unknown,Unknown,2.0,Sample question text 1270,Teacher B,2025-02-14
1274,English,6.0,Algebra,easy,MCQ,2.0,Sample question text 1274,Admin,2025-02-14
1276,Science,5.0,Algebra,easy,True/False,2.0,Sample question text 1276,Unknown,2025-01-10
1277,Mathematics,6.0,Fractions,medium,MCQ,2.0,Sample question text 1277,Teacher B,2025-03-14
1279,Mathematics,7.0,Measurement,unknown,MCQ,1.0,Sample question text 1279,Unknown,2025-01-10
1282,Mathematics,7.0,Fractions,medium,Short Answer,2.0,Sample question text 1282,Teacher A,2025-03-14
1284,Mathematics,6.0,Geometry,easy,Unknown,2.0,Sample question text 1284,Unknown,2025-01-10
1287,Mathematics,7.0,Geometry,hard,MCQ,2.0,Sample question text 1287,Unknown,
1291,Mathematics,5.0,Data Interpretation,unknown,MCQ,2.0,Sample question text 1291,Unknown,
1294,Mathematics,7.0,Geometry,easy,MCQ,2.0,Sample question text 1294,Admin,2025-02-14
1295,Mathematics,6.0,Algebra,unknown,MCQ,1.0,Sample question text 1295,Unknown,2025-03-14
1297,Mathematics,7.0,Geometry,hard,Word Problem,2.0,Sample question text 1297,Admin,
1298,Mathematics,7.0,Measurement,hard,MCQ,1.0,Sample question text 1298,Teacher A,2025-01-10
1300,Mathematics,7.0,Geometry,easy,True/False,1.0,Sample question text 1300,Teacher A,
1301,Mathematics,7.0,Geometry,easy,Word Problem,2.0,Sample question text 1301,Teacher B,
1302,Mathematics,7.0,Geometry,easy,Short Answer,5.0,Sample question text 1302,Admin,2025-01-10
1303,Mathematics,5.0,Fractions,easy,Unknown,1.0,Sample question text 1303,Teacher B,2025-01-10
1306,Science,5.0,Algebra,medium,Short Answer,5.0,Sample question text 1306,Teacher B,2025-01-10
1307,Mathematics,6.0,Data Interpretation,medium,True/False,2.0,Sample question text 1307,Admin,2025-01-10
1312,Mathematics,5.0,Data Interpretation,hard,MCQ,1.0,Sample question text 1312,Teacher A,2025-02-14
1313,Mathematics,6.0,Geometry,medium,Short Answer,2.0,Sample question text 1313,Admin,
1314,English,7.0,Fractions,medium,MCQ,2.0,Sample question text 1314,Unknown,
1315,English,7.0,Algebra,hard,Short Answer,3.0,Sample question text 1315,Unknown,
1316,Science,6.0,Algebra,medium,Unknown,1.0,Sample question text 1316,Admin,2025-01-10
1317,Mathematics,7.0,Algebra,medium,True/False,1.0,Sample question text 1317,Unknown,
1321,Mathematics,7.0,Algebra,hard,MCQ,1.0,Sample question text 1321,Unknown,2025-01-10
1324,Mathematics,7.0,Algebra,easy,Short Answer,2.0,Sample question text 1324,Unknown,2025-01-10
1326,English,7.0,Algebra,easy,MCQ,2.0,Sample question text 1326,Unknown,2025-01-10
1330,English,6.0,Geometry,unknown,MCQ,2.0,Sample question text 1330,Unknown,
1335,English,7.0,Algebra,unknown,Word Problem,1.0,Sample question text 1335,Unknown,
1337,Science,6.0,Geometry,medium,MCQ,5.0,Sample question text 1337,Admin,2025-02-14
1338,Science,7.0,Data Interpretation,hard,MCQ,2.0,Sample question text 1338,Unknown,
1339,Science,7.0,Fractions,hard,True/False,5.0,Sample question text 1339,Teacher B,2025-03-14
1343,Science,7.0,Fractions,hard,Unknown,2.0,Sample question text 1343,Unknown,
1346,Mathematics,6.0,Fractions,easy,Unknown,2.0,Sample question text 1346,Admin,2025-03-14
1350,Science,5.0,Measurement,hard,Unknown,5.0,Sample question text 1350,Teacher A,2025-02-14
1351,English,5.0,Data Interpretation,unknown,MCQ,2.0,Sample question text 1351,Unknown,2025-03-14
1352,Mathematics,5.0,Geometry,easy,MCQ,1.0,Sample question text 1352,Unknown,2025-01-10
1354,Mathematics,6.0,Algebra,unknown,Short Answer,2.0,Sample question text 1354,Unknown,2025-02-14
1357,Mathematics,7.0,Fractions,medium,Short Answer,2.0,Sample question text 1357,Unknown,
1359,Science,6.0,Data Interpretation,medium,True/False,5.0,Sample question text 1359,Admin,2025-03-14
1366,Mathematics,6.0,Fractions,medium,MCQ,2.0,Sample question text 1366,Unknown,
1368,Mathematics,6.0,Algebra,easy,True/False,2.0,Sample question text 1368,Unknown,
1371,Mathematics,6.0,Measurement,easy,Unknown,2.0,Sample question text 1371,Teacher A,
1372,Science,6.0,Measurement,easy,Word Problem,2.0,Sample question text 1372,Unknown,2025-01-10
1374,Mathematics,7.0,Data Interpretation,easy,Word Problem,2.0,Sample question text 1374,Unknown,
1375,Science,7.0,Measurement,medium,MCQ,3.0,Sample question text 1375,Admin,2025-02-14
1379,Science,5.0,Fractions,medium,True/False,1.0,Sample question text 1379,Unknown,2025-02-14
1383,Science,6.0,Geometry,medium,MCQ,3.0,Sample question text 1383,Admin,2025-03-14
1384,Science,5.0,Geometry,unknown,Short Answer,2.0,Sample question text 1384,Teacher A,2025-03-14
1389,English,6.0,Measurement,medium,True/False,2.0,Sample question text 1389,Unknown,2025-03-14
1390,Mathematics,6.0,Algebra,easy,MCQ,2.0,Sample question text 1390,Admin,2025-01-10
1391,English,7.0,Algebra,medium,Short Answer,1.0,Sample question text 1391,Unknown,
1392,English,6.0,Algebra,easy,MCQ,2.0,Sample question text 1392,Unknown,2025-03-14
